gho_(code),indicator,gho_(url),year_(display),startyear,endyear,region_(code),region_(display),country_(code),country_(display),dimension_(type),dimension_(code),dimension_(name),numeric,value,low,high
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28crude-estimate%29-%28-%29,1994,1994,1994,AFR,Africa,RWA,Rwanda,SEX,SEX_BTSX,Both sexes,11.64877,11.6,8.74422,14.85196
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2020,2020,2020,AFR,Africa,RWA,Rwanda,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,Total,7.7,7.7,6.8,8.6
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2005,2005,2005,AFR,Africa,RWA,Rwanda,EDUCATIONLEVEL,EDUCATIONLEVEL_EDUC_NONE_PRIMARY,None and primary education,18.6,18.6,17.1,20.1
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2015,2015,2015,AFR,Africa,RWA,Rwanda,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_WEALTH_TOP60,Wealth - Top 60%,6.5,6.5,5.5,7.7
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2010,2010,2010,AFR,Africa,RWA,Rwanda,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_WEALTH_BOTTOM40,Wealth - Bottom 40%,15.1,15.1,13.5,16.8
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2010,2010,2010,AFR,Africa,RWA,Rwanda,AGEGROUP,AGEGROUP_MONTHS24-59,24 to 59 months,11.9,11.9,10.6,13.3
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2010,2010,2010,AFR,Africa,RWA,Rwanda,AGEGROUP,AGEGROUP_MONTHS48-59,48 to 59 months,13.6,13.6,11.4,16.2
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2010,2010,2010,AFR,Africa,RWA,Rwanda,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,Rural,12.4,12.4,11.3,13.7
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,2020,2020,2020,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,12.85774,12.9,9.7761,16.30795
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2005,2005,2005,AFR,Africa,RWA,Rwanda,SEX,SEX_BTSX,Both sexes,17.9,17.9,16.6,19.4
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2005,2005,2005,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,16.2,16.2,11.7,21.9
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,1992,1992,1992,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,18.6,18.6,15.3,22.6
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2000,2000,2000,AFR,Africa,RWA,Rwanda,AGEGROUP,AGEGROUP_MONTHS6-23,6 to 23 months,23.4,23.4,21.4,25.4
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2015,2015,2015,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,5.6,5.6,3.0,10.1
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2000,2000,2000,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,18.0,18.0,15.9,20.4
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2005,2005,2005,AFR,Africa,RWA,Rwanda,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,Q2,21.2,21.2,18.4,24.2
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2005,2005,2005,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,10.8,10.8,7.5,15.3
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2015,2015,2015,AFR,Africa,RWA,Rwanda,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,Total,9.6,9.6,8.6,10.6
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28crude-estimate%29-%28-%29,1999,1999,1999,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,13.41547,13.4,9.06106,18.32773
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,1992,1992,1992,AFR,Africa,RWA,Rwanda,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_WEALTH_BOTTOM60,Wealth - Bottom 60%,26.7,26.7,24.7,28.8
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2005,2005,2005,AFR,Africa,RWA,Rwanda,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_WEALTH_TOP40,Wealth - Top 40%,13.5,13.5,11.5,15.7
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,1990,1990,1990,AFR,Africa,RWA,Rwanda,SEX,SEX_BTSX,Both sexes,14.15194,14.2,10.45408,18.2437
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2020,2020,2020,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,9.2,9.2,6.0,13.8
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2010,2010,2010,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,11.5,11.5,8.0,16.2
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2020,2020,2020,AFR,Africa,RWA,Rwanda,AGEGROUP,AGEGROUP_MONTHS30-35,30 to 35 months,8.5,8.5,6.1,11.7
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28crude-estimate%29-%28-%29,2016,2016,2016,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,10.62985,10.6,8.5863,12.87195
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28crude-estimate%29-%28-%29,1991,1991,1991,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,9.37965,9.4,6.36673,13.01236
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2005,2005,2005,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,8.9,8.9,5.9,13.3
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,1999,1999,1999,AFR,Africa,RWA,Rwanda,SEX,SEX_BTSX,Both sexes,12.58404,12.6,10.04425,15.28884
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2010,2010,2010,AFR,Africa,RWA,Rwanda,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_WEALTH_TOP40,Wealth - Top 40%,7.5,7.5,6.2,9.1
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2015,2015,2015,AFR,Africa,RWA,Rwanda,AGEGROUP,AGEGROUP_MONTHS12-59,12 to 59 months,10.2,10.2,9.1,11.4
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,2017,2017,2017,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,12.66483,12.7,10.15026,15.35274
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28crude-estimate%29-%28-%29,2012,2012,2012,AFR,Africa,RWA,Rwanda,SEX,SEX_BTSX,Both sexes,9.04718,9.0,7.84016,10.36779
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,2005,2005,2005,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,9.67069,9.7,7.77885,11.76806
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2015,2015,2015,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,12.6,12.6,9.4,16.5
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2005,2005,2005,AFR,Africa,RWA,Rwanda,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_WEALTH_TOP80,Wealth - Top 80%,16.3,16.3,14.8,17.9
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28crude-estimate%29-%28-%29,1999,1999,1999,AFR,Africa,RWA,Rwanda,SEX,SEX_BTSX,Both sexes,10.71107,10.7,8.44242,13.27535
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2015,2015,2015,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,8.3,8.3,6.4,10.8
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2005,2005,2005,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,14.3,14.3,10.8,18.6
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,1992,1992,1992,AFR,Africa,RWA,Rwanda,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,Q1 (Poorest),28.9,28.9,25.6,32.3
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,1992,1992,1992,AFR,Africa,RWA,Rwanda,AGEGROUP,AGEGROUP_MONTHS24-29,24 to 29 months,22.5,22.5,18.2,27.3
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2010,2010,2010,AFR,Africa,RWA,Rwanda,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_WEALTH_TOP80,Wealth - Top 80%,10.5,10.5,9.3,11.8
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2020,2020,2020,AFR,Africa,RWA,Rwanda,EDUCATIONLEVEL,EDUCATIONLEVEL_SHLM,Secondary or higher,3.8,3.8,2.5,5.8
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2010,2010,2010,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,10.6,10.6,7.1,15.5
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2005,2005,2005,AFR,Africa,RWA,Rwanda,AGEGROUP,AGEGROUP_MONTHS6-23,6 to 23 months,22.8,22.8,20.3,25.4
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28crude-estimate%29-%28-%29,1990,1990,1990,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,9.50647,9.5,6.27048,13.46047
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,1992,1992,1992,AFR,Africa,RWA,Rwanda,AGEGROUP,AGEGROUP_MONTHS36-47,36 to 47 months,21.5,21.5,18.5,24.7
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2000,2000,2000,AFR,Africa,RWA,Rwanda,AGEGROUP,AGEGROUP_MONTHS24-59,24 to 59 months,20.2,20.2,18.7,21.9
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2005,2005,2005,AFR,Africa,RWA,Rwanda,EDUCATIONLEVEL,EDUCATIONLEVEL_EDUC_HIGHER,Higher education,0.0,0.0,0.0,0.0
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,1991,1991,1991,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,16.8345,16.8,10.77992,23.55356
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,2004,2004,2004,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,14.12395,14.1,10.3764,18.27266
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2000,2000,2000,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,14.4,14.4,11.1,18.5
